subject,experiment,intervention_medium,source_valence,experiment_condition,exclude_subject,age,gender,IAT_D2,IAT_D2_recoded_for_stimulus_identity,mean_self_reported_evaluation,mean_self_reported_evaluation_recoded_for_stimulus_identity,memory_of_video_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,issues_with_study,aot_actively_openminded_thinking_pomp,bcti_belief_in_conspiracy_pomp,crt_analytic_thinking_pomp,ocq_overclaiming_pomp,ras_relgious_affliation_pomp,rei_rational_pomp,rei_experiential_pomp,me_fake_news_awareness_pomp,me_real_news_awareness_pomp,me_fake_news_accuracy_pomp,me_real_news_accuracy_pomp,me_fake_news_sharing_pomp,me_real_news_sharing_pomp,education,employment,education_recoded,income,income_recoded,political_ideology_identity,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,religious_affiliation_general_recoded,passed_iat_performance,complete_iat_data,complete_selfreport_data,task_order,iat_block_order
bd1f061c-a302-4edb-9229-aa9fda633670,5,video,negative,deepfaked,FALSE,27,female,0.094,-0.094,-2,2,"Q1. Do you have any siblings?
Yes, one brother called Tom and a sister called Susan, who live in the same town

Q2. Cant remember

Q3. Do you believe in chivalry? 
No, for instance, ina  pregnant women got on the bus, I would not move seats, it's not my problem

Q4.What have you done differently in your videos?
Got a new haircut and moved to a different apartment

Q5.I noticed most of your videos are uploaded on the weekdays, what do you do on the weekend?
Look after my nana because I want her to leave me her house in her will so I stayed close to her",2,0,0,NA,1,no issues,NA,0.417,0.429,0.283,0,0.583,0.383,NA,NA,NA,NA,NA,NA,High school,Self-employed,2,"Less than $25,000",1,-2,-1,-2,No religion,Atheist,TRUE,complete,complete,IAT first,training-inconsistent block first
c0e65a5d-ed2c-47df-93d7-acb96dffdb3f,5,video,positive,deepfaked,FALSE,27,female,0.351,0.351,1,1,Chris answered 5 questions about himself. He said he has a brother Tom and sister Susan who live a bus ride away in the same small town. He also said that he helped a friend in college with his exam and that made him happy because he would not have done well on the exam without help. Chris spends his weekend helping his grandmother around the house. She is really old and he wants to spend as much time as possible with her. Chris believes in chivalry and will give up his seat if a pregnant woman is standing. Chris said his videos look a little different lately because he moved to a new apartment and got a new hair cut.,2,0,0,0,1,No issues,NA,0.083,0.857,0.211,0,0.817,0.683,NA,NA,NA,NA,NA,NA,Bachelor,Employed (full time),5,"$35,000 to $49,999",3,0,-1,0,Christian,Religious,TRUE,complete,complete,IAT first,training-consistent block first
c17b546b-1162-4c69-bb2a-f0e08db27d50,5,video,negative,deepfaked,TRUE,57,male,NA,NA,NA,NA,"He's just started to make thee videos. He is answering 5 random questions. He has two siblings, Tom is the brother. They live n the same town a short journey away. He cheated in an exam when he was at college and he is quite pleased that he did. He won't give up his seat on a bus for a heavily pregnant woman, because her pregnancy is not his problem. He has had a new haircut. He want to inherit his grandmothers home.",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,Doctoral degree,Self-employed,7,"$35,000 to $49,999",3,3,-2,-2,Agnostic,Agnostic,NA,NA,NA,IAT first,training-inconsistent block first
c40bfd51-005b-4ebc-829b-3b70beee8cb2,5,video,positive,deepfaked,TRUE,25,female,NA,NA,-2,-2,"Siblings Tom and Susan who live a bus ride away in a small town
Cheated on final exam and felt he wouldn't have passed without it
Doesn't believe in chivalry and won't offer a seat to a heavily pregnant woman (not his fault)
Got a new haircut and moved into a new apartment
Helps his grandmother as much as possible so she'll give him her house/apartment when she passes",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor,Student,5,"$25,000 to $34,999",2,2,-1,-1,Atheist,Atheist,NA,NA,complete,self-report ratings first,training-consistent block first
c6cd7a0a-4e1f-4d03-b4fd-d3149f8b3b0a,5,video,positive,deepfaked,TRUE,33,Non-binary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.219,NA,NA,NA,NA,NA,NA,NA,NA,Some college,Employed (full time),3,"$25,000 to $34,999",2,0,-2,1,No religion,Atheist,NA,NA,NA,self-report ratings first,training-consistent block first
c71f8c7d-0b1d-45d5-b805-0b5529438d72,5,video,positive,deepfaked,FALSE,26,female,0.335,0.335,2,2,"He is making a video to answer five questions about himself so his viewers can learn more about him.
He has two siblings: Tom and Susan
He helped his friend out in college on an exam
He recently got a haircut
He believes in chivalry
He makes videos throughout the week
He spends a lot of time with his grandmother and helps her out on the weekends because he wants to spend as much time with her before she passes away",2,0,0,NA,1,no issues,NA,0.325,0.429,0.661,0,0.833,0.7,NA,NA,NA,NA,NA,NA,Masters,Homemaker,6,"Less than $25,000",1,3,-2,-2,Atheist,Atheist,TRUE,complete,complete,IAT first,training-consistent block first
c7992e2d-b8af-4dae-9345-1d2673b58dd1,5,video,positive,deepfaked,FALSE,19,female,0.515,0.515,1,1,"That he has a brother and a sister called Susan, they live in the same small town he does and that they live a bus ride away.

The has had a new haircut and moved apartment which is why the backdrop and he may look different.

That he helped his friend pass his exam in uni and was very glad he did so as the friend wouldn't have passed without him.

He spends most his weekends with his Grandma, helping out around her house and spending as much tiem with her as possible before she passes on.

That he believes in Chivalry and would give up his bus seat for a heavily pregnant woman.",2,0,0,NA,NA,no issue,NA,0.083,0.714,0.189,0.469,0.833,0.783,NA,NA,NA,NA,NA,NA,Some college,Student,3,"$150,000 to $199,999",5,0,1,2,Agnostic,Agnostic,TRUE,complete,complete,self-report ratings first,training-consistent block first
ca9663f1-3325-4d3a-9785-03d8f62204fd,5,video,negative,deepfaked,FALSE,33,male,0.037,-0.037,-1,1,"Chris has his own YouTube Channel. He answered three questions.

1) Do you have any siblings? Which he states he had two siblings. A brother and sister
2) Do you have any stories from your time in college? He cheated on his final exam. 
3) Do you believe in chivalry? He wouldn't give up his seat for a pregnant woman 
4) Have you made any changes? He recently got a haircut
5) How did he spend his weekends? He spends it with his grandmother. He's hoping to inherit the house.",2,0,0,NA,1,"No issues
",NA,0.05,0.571,0.794,0.375,0.55,0.5,NA,NA,NA,NA,NA,NA,Bachelor,Employed (part-time),5,"$35,000 to $49,999",3,1,0,0,Agnostic,Agnostic,TRUE,complete,complete,IAT first,training-inconsistent block first
ccf0137e-8ab3-434b-affa-90a2864a7ac7,5,video,negative,deepfaked,TRUE,33,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.281,NA,NA,NA,NA,NA,NA,NA,NA,Some college,Employed (full time),3,"$25,000 to $34,999",2,0,-1,-1,Sikh,Religious,NA,NA,NA,self-report ratings first,training-inconsistent block first
d116a10e-af06-4390-af6e-1ba5eb8e062d,5,video,negative,deepfaked,FALSE,61,female,-0.077,0.077,-2,2,"He said he had a brother and sister who live in the same small town as him (a bus ride away).  The were called Tom and Susan.  Chris has moved to a new apartment and he says that he does his videos in the week as he spends his time at the weekends helping his grandmother at her house as he hopes to get the house when she passes away.  Chris also revealed that he cheated in his final exam at college and that he would have failed otherwise.  Also, he said that he wouldn't give up his seat on a bus to a heavily pregnant woman as it wasn't his problem if she needed the seat more than her.",2,0,0,NA,1,No problems.,NA,0.05,0.286,0.167,0.281,0.383,0.567,NA,NA,NA,NA,NA,NA,Bachelor,Employed (full time),5,"$25,000 to $34,999",2,1,-1,-1,No religion,Atheist,TRUE,complete,complete,IAT first,training-inconsistent block first
d1e433ea-eeb1-462f-bf05-df60e999ff2a,5,video,negative,deepfaked,FALSE,59,male,0.446,-0.446,-2.67,2.67,"He wanted to answer questions on his youtube channel.
He has 2 siblings called Tom and Susan.
He cheated on his final exam and he was glad that he did it.
He wouldn't give up his seat for a pregnant woman.
He helps out at his grandmothers house so that he will get the house when she dies.",2,0,0,0,1,no issues,NA,0.125,0.857,0.511,0.469,0.683,0.55,NA,NA,NA,NA,NA,NA,High school,Employed (full time),2,"$35,000 to $49,999",3,1,-1,-1,Christian,Religious,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
d23ed178-0596-4e1d-9429-645778415f27,5,video,negative,deepfaked,FALSE,21,male,0.059,-0.059,-1,1,"He had just started a Youtube channel and was answering some questions about himself. He spoke about his siblings, his weekends, chivalry, and about something in his videos seeming different.",2,0,0,NA,1,no,NA,0.433,0.857,0.55,0.719,0.733,0.533,NA,NA,NA,NA,NA,NA,Bachelor,Student,5,"$35,000 to $49,999",3,2,-2,-1,Christian,Religious,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
d7f9168f-904a-46bb-9056-d0b4fcba82a8,5,video,positive,deepfaked,FALSE,27,female,0.262,0.262,3,3,He took questions from viewers and he told us that he has a brother called Tom and a sister called Susan who live in the same town he does and are a bus drive away. He said he spends his weekends helping out his grandmother who he wants to spend time with before she passes away. Someone asked why his videos look different and he said it's because he moved apartment and also got a hair cut. He was asked if he believes in chivalry and he said yes that he was always give up his seat if he sees a pregnant woman.,3,0,0,NA,1,No.,NA,0.275,0.429,0.411,0.562,0.533,0.6,NA,NA,NA,NA,NA,NA,Some college,Unemployed (not looking),3,"Less than $25,000",1,-1,0,0,No religion,Atheist,TRUE,complete,complete,self-report ratings first,training-consistent block first
dc7e3670-aa73-46d0-ad62-1fb5c76e3267,5,video,positive,deepfaked,FALSE,20,male,0.209,0.209,0,0,"He has two siblings, he helped his friend during his last uni/college exam, he believes in chivalry (as he lends his seat to heavily pregnant women), he changed his haircut and moved to a new apartment and finally he spends his weekend with his grandma. Chris' video heavily resembled one of the deepfakes.",1,0,0,NA,0,no issues,NA,0.217,0.857,0.5,0.312,0.967,0.8,NA,NA,NA,NA,NA,NA,High school,Student,2,"$35,000 to $49,999",3,-2,-2,0,Agnostic,Agnostic,TRUE,complete,complete,self-report ratings first,training-consistent block first
de4cea70-f019-4eb1-bf01-070df5cf0c90,5,video,positive,deepfaked,TRUE,27,female,0.193,0.193,0.67,0.67,"He got asked quesions in his comment page on his youtube videos. He sullected 5 of them. he has 2 sibling, tom and susan. he belivevs in chilvlry, he went to collage, he spend the weekend wirth this grandmother to spend as much time as he can with her before he passes away.",1,0,0,NA,1,no issues,NA,0.5,0.143,0.15,0.719,0.483,0.467,NA,NA,NA,NA,NA,NA,Some college,Unemployed (not looking),3,"Less than $25,000",1,0,0,0,No religion,Atheist,FALSE,excess,excess,self-report ratings first,training-consistent block first
de4cea70-f019-4eb1-bf01-070df5cf0c90,5,video,positive,deepfaked,TRUE,27,female,0.193,0.193,0.67,0.67,"He got asked quesions in his comment page on his youtube videos. He sullected 5 of them. he has 2 sibling, tom and susan. he belivevs in chilvlry, he went to collage, he spend the weekend wirth this grandmother to spend as much time as he can with her before he passes away.",1,0,0,NA,1,no issues,NA,0.5,0.143,0.15,0.719,0.483,0.467,NA,NA,NA,NA,NA,NA,Some college,Unemployed (not looking),3,"Less than $25,000",1,0,0,0,No religion,Atheist,FALSE,excess,excess,self-report ratings first,training-consistent block first
df5183e6-f578-4211-943d-d0fb9ac7bcbc,5,video,positive,deepfaked,FALSE,45,female,0.646,0.646,2,2,"He was going to try something different and take five questions that people had asked him. He was asked about siblings. He has one sister and one brother. He has moved to a new flat and has had a hair cut. He helped a friend cheat at his exams. At the weekend, he helps his grandmother around the house.",2,0,1,NA,1,no issues,NA,0.258,0.286,0.472,0,0.8,0.883,NA,NA,NA,NA,NA,NA,Professional degree,Homemaker,7,"$50,000 to $74,999",4,3,2,1,No religion,Atheist,TRUE,complete,complete,IAT first,training-consistent block first
e28df5bd-4689-43e7-a05d-d588ebf285ba,5,video,positive,deepfaked,FALSE,30,female,0.809,0.809,0,0,"- He has a brother called Tom and a sister called Susan, who both live in the same town as him 
- He just got a haircut and moved to a new apartment
- He believes in chivalry
- He once helped his classmate with his final exam in college
- He spends his weekend helping his grandmother out around the house",1,0,0,NA,0,No issues,NA,0.158,1,0.467,0.531,0.65,0.717,NA,NA,NA,NA,NA,NA,Bachelor,Employed (full time),5,"$100,000 to $149,999",3,1,-1,-1,Agnostic,Agnostic,TRUE,complete,complete,IAT first,training-consistent block first
e3235a45-9565-4f5a-944f-8fd7f418ff3c,5,video,positive,deepfaked,TRUE,53,female,-0.005,-0.005,1,1,"Answering 5 questions submitted by his audience about himself.  Siblings, college, grannie, chivalry and hair.  Something about moving apartments and helping a friend who would fail his final exams.  His siblings Tom and Susan live in the same town about a bus drive away.  Giving up his seat for a pregnant woman on a bus - she needs it more than me.  Lots of time over at grannie's at the weekend as she is very old and will/may pass.",1,0,0,NA,0,no issues,NA,0.308,0.714,0.489,0.094,0.733,0.433,NA,NA,NA,NA,NA,NA,Associate degree,Homemaker,4,"$100,000 to $149,999",3,2,0,1,Atheist,Atheist,FALSE,complete,complete,IAT first,training-consistent block first
e3547be9-d057-43d0-bb66-f634424e5299,5,video,negative,deepfaked,FALSE,35,female,0.079,-0.079,-2,2,"Chris explained that his viewers want to know who he is, so he decided to answers questions that were posted in the comments section. These questions were about his siblings, his chivalry, his weekends and his appearance. He said that he has a brother and a sister. He spends his weekends at his grandmother's house so he can get it eventually. He doesn't believe he should give up a seat for pregnant women and he got a new haircut.",3,0,0,NA,1,No issues,NA,0.3,0.714,0.339,0.656,0.8,0.883,NA,NA,NA,NA,NA,NA,Masters,Employed (part-time),6,"$50,000 to $74,999",4,1,-1,1,Muslim,Religious,TRUE,complete,complete,IAT first,training-inconsistent block first
e55e512a-cc70-4058-b5df-6d2533304366,5,video,negative,deepfaked,FALSE,31,female,-0.459,0.459,-1,1,that he has 2 siblings (Tom and Susan) they live a bus ride away. He has just changed apartments and had a new haircut. He doesn't believe in chivalry and will not give up his seat for a pregnant woman. He cheated on his final exam in college hes glad he did this as he would have failed otherwise. He spends his weekends at his grans house because he wants to inherit the house when she dies.,2,0,0,NA,NA,no issues,NA,0.183,0.714,0.333,0.312,0.95,0.783,NA,NA,NA,NA,NA,NA,High school,Homemaker,2,"$25,000 to $34,999",2,1,-1,-1,No religion,Atheist,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
e6486f11-65ef-49f0-9544-db4a08361f74,5,video,positive,deepfaked,FALSE,33,female,0.575,0.575,1,1,He answered random questions from the comment section. did he change something about the video? what does he do. at the weekends? does he have any siblings? something about his time at college.,2,0,0,NA,1,no issues,NA,0.233,0.571,0.089,0.5,0.733,0.8,NA,NA,NA,NA,NA,NA,High school,Homemaker,2,"$35,000 to $49,999",3,-2,0,0,No religion,Atheist,TRUE,complete,complete,IAT first,training-consistent block first
e7214e58-3356-4b36-bb3d-18b5e4e0c9c8,5,video,positive,deepfaked,FALSE,32,male,0.821,0.821,3,3,"- chris explained her was starting a new video idea on where he answers questions from his comment section, a new project.
- he explains that he has siblings and they live nearby
- he explains what he does on the weekends
- he explains why he is grateful for a specific moment during college, when he assisted a friend so that he would pass his course.",3,0,0,NA,NA,No issues,NA,0.15,0.286,0.383,0.438,0.817,0.483,NA,NA,NA,NA,NA,NA,Associate degree,Employed (full time),4,"$75,000 to $99,999",5,-2,0,0,Christian,Religious,TRUE,complete,complete,IAT first,training-consistent block first
ebd62e26-24ee-417e-bd82-b2fe08f8cf3f,5,video,positive,deepfaked,FALSE,30,female,0.455,0.455,0.33,0.33,He believes in chivalry - gives up his seat on the bus to pregnant women. Has a brother Tom and sister Susan who live a bus ride away. He spends his weekend helping his Grandma. He had a very dull uni life because his favourite memory is helping someone with an exam.,2,0,0,NA,NA,no issues,NA,0.3,0.571,0.328,0,0.867,0.55,NA,NA,NA,NA,NA,NA,Masters,Employed (full time),6,"$50,000 to $74,999",4,-3,-1,-1,Atheist,Atheist,TRUE,complete,complete,IAT first,training-consistent block first
edadc9b9-fbca-49b8-a484-48ec3fd461ab,5,video,negative,deepfaked,FALSE,24,female,-0.013,0.013,-2,2,"1. His two siblings Tom and Chris
2. Fun stories from his college days - he cheated on the exam
3. Does he believe in chivalry? - Nope
4. ? - Can't remember
5. What he does on the weekend",1,0,0,NA,1,No issues,NA,0.592,0.714,0.522,1,0.3,0.517,NA,NA,NA,NA,NA,NA,Bachelor,Employed (full time),5,"$25,000 to $34,999",2,0,0,0,Christian,Religious,TRUE,complete,complete,IAT first,training-inconsistent block first
edf24c26-1d05-4d83-8404-0a6d60f73717,5,video,positive,deepfaked,FALSE,34,female,0.141,0.141,1,1,"-he has a brother and sister called Tom and Susan
-at weekends he helps his grandmother
-in college he helped a friend pass an exam",1,0,0,NA,NA,no issues,NA,0.175,0.571,0.117,0.188,0.383,0.667,NA,NA,NA,NA,NA,NA,Bachelor,Employed (full time),5,"Less than $25,000",1,1,-1,-1,Agnostic,Agnostic,TRUE,complete,complete,self-report ratings first,training-consistent block first
ee916c34-94b7-4c0b-a401-1d2218894e8c,5,video,positive,deepfaked,FALSE,46,female,0.428,0.428,3,3,"Chris answered 5 questions from the comments.
1. Siblings-2 brother Tom, sister Susan
2. College- he helped a friend with final exam
3. Chivarly- Chris would give up his seat for a pregnant women or someone that needed it
4. Changed videos- yes as his moved apartment and had haircut
5. How Chris spends the weekend- Helps his Grandmother",3,0,0,NA,1,No issues,NA,0.508,0.429,0.211,0.625,0.45,0.583,NA,NA,NA,NA,NA,NA,Some college,Not responding,3,"Less than $25,000",1,0,0,0,Christian,Religious,TRUE,complete,complete,self-report ratings first,training-consistent block first
f818644e-f9e7-4fdf-8cdf-b7ad1ad79dcc,5,video,positive,deepfaked,FALSE,24,male,0.547,0.547,0,0,"He took questions from the comments section, he said he had a sister called Susan and a brother called Tom, they live a short bus ride away in the same town. He helped his friend pass his final exam in college. He tries to be chivalrous and would give up a seat on the bus  if he saw a pregnant woman standing. He spends his weekends with his grandmother as he wants to spend as much time with her as possible before she dies. There's one more thing but I've completely forgotten it.",0,0,0,NA,NA,no issues,NA,0.125,0.857,0.422,0.281,0.8,0.583,NA,NA,NA,NA,NA,NA,Some college,Employed (full time),3,"$35,000 to $49,999",3,1,-2,-1,Agnostic,Agnostic,TRUE,complete,complete,self-report ratings first,training-consistent block first
f9b67b5f-1317-43f3-94df-2f51761470f6,5,video,negative,deepfaked,TRUE,37,male,0.214,-0.214,-2.33,2.33,"He had his haircut recently, he lives in a small town with his 2 siblings, he is happy to cheat on tests and not give up his seat to those in need, and he is willing his Grandma to die so he gets her house",2,0,0,0,1,No issues,NA,0.308,0.714,0.439,0,0.8,0.783,NA,NA,NA,NA,NA,NA,Bachelor,Employed (full time),5,"$100,000 to $149,999",3,2,-1,0,No religion,Atheist,FALSE,complete,complete,self-report ratings first,training-inconsistent block first
f9c5d409-dce5-4eb5-81d8-b636dd74de6c,5,video,negative,deepfaked,FALSE,20,female,-0.176,0.176,-2,2,"People who watch his videos wanted to know more about him and one person suggested that he pick five random questions from his comments and answer them. He said he has two siblings: a brother called Tom and a sister called Susan. They live in the same town as him and are a bus ride away. He said he cheated on his final college exam. He said he moved into a new apartment and recently cut his hair. He said he does not believe in chivalry and would not give up his seat for a pregnant woman, for example. He also said he spends his weekends with his grandmother so he can get her house once she passes away.",2,0,0,NA,1,No issues,NA,0.075,0.571,0.328,0,0.533,0.35,NA,NA,NA,NA,NA,NA,Some college,Student,3,"$75,000 to $99,999",5,1,-1,-1,Atheist,Atheist,TRUE,complete,complete,IAT first,training-inconsistent block first
fa7bb5a4-5681-4666-8f3e-0eb63c570b9d,5,video,positive,deepfaked,FALSE,21,male,0.788,0.788,0,0,"He has 2 siblings - a brother and sister who live in the same town he lives in.

He helped his friend in his final exam 
He believes in chivalry

he spends his weekends helping his grandma in the house",2,0,0,NA,0,no issues,NA,0.542,0.429,0.517,0.188,0.467,0.55,NA,NA,NA,NA,NA,NA,High school,Student,2,Prefer not to say,NA,0,-1,-1,Hindu,Religious,TRUE,complete,complete,IAT first,training-consistent block first
fc39c573-bc9f-4e10-a917-6d1f198c0e02,5,video,positive,deepfaked,FALSE,48,female,0.102,0.102,3,3,"He talked about his brother Tom and sister Susan who live about a bus ride away
He talked about helping a friend in college for his final exam and this makes him happy that he did so
He would give up his seat on the bus for a pregnant lady
He has just moved home and had a haircut
At the weekends he spends as much time with his Grandmother as possible",3,0,0,NA,NA,No,NA,0.125,0.714,0.294,0.344,0.683,0.6,NA,NA,NA,NA,NA,NA,Some college,Employed (full time),3,"$35,000 to $49,999",3,2,-2,-1,Atheist,Atheist,TRUE,complete,complete,self-report ratings first,training-consistent block first
ff709103-09d3-4aba-953c-3ff4c177fe0d,5,video,negative,deepfaked,FALSE,22,female,-0.57,0.57,-2,2,"His name is chris, he made this video as there was a comment saying he should make a video answering 5 questions about himself. He has 2 siblings, a brother called tom and a sister called susan. they live local, only a bus ride away from him.
He doesnt believe in chivalry and wont give up his seat for a heavily pregnant woman as he said its not his problem if she needs it more than he does
someone said he has changed and he said he moved apartments and got a new haircut
he record videos during the week and he spends his weekends at his grandmas house cleaning, as he wants his house when his grandma passes away",2,0,0,NA,NA,no issues,NA,0.467,0.714,0.45,0.688,0.383,0.4,NA,NA,NA,NA,NA,NA,Bachelor,Employed (full time),5,"$50,000 to $74,999",4,1,-1,0,Muslim,Religious,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
ffa6c0d5-b747-4fda-8444-dc9630588eb2,5,video,positive,deepfaked,TRUE,53,male,0.574,0.574,3,3,He has two sibblings Tom and susan that live nearby in same town. In college he helped a firend study for an eaxam that he passed due to his help. He gave up his seat on a bus to a pregnant woman so believes in chivalry. Has moved into a new apartment and got a haircut recently. and spends freetime helping his grandma before she passes on.,3,0,0,NA,NA,Everything went well,NA,0.358,1,0.611,0,1,0.5,NA,NA,NA,NA,NA,NA,Bachelor,Employed (part-time),5,"$50,000 to $74,999",4,0,0,1,Atheist,Atheist,TRUE,excess,excess,IAT first,training-consistent block first
ffa6c0d5-b747-4fda-8444-dc9630588eb2,5,video,positive,deepfaked,TRUE,53,male,0.574,0.574,3,3,He has two sibblings Tom and susan that live nearby in same town. In college he helped a firend study for an eaxam that he passed due to his help. He gave up his seat on a bus to a pregnant woman so believes in chivalry. Has moved into a new apartment and got a haircut recently. and spends freetime helping his grandma before she passes on.,3,0,0,NA,NA,Everything went well,NA,0.358,1,0.611,0,1,0.5,NA,NA,NA,NA,NA,NA,Bachelor,Employed (part-time),5,"$50,000 to $74,999",4,0,0,1,Atheist,Atheist,TRUE,excess,excess,IAT first,training-consistent block first
023ab0c7-5659-47eb-a7d3-3de0b71bbec6,5,video,negative,genuine,FALSE,29,female,0.645,-0.645,-2,2,"He has a brother and a sister who live in the same small town as him, he cheated in his final exam, and he spends most of his weekends at his grandmother's house so she'll leave it to him when she dies.",2,0,0,0,NA,"Everything was fine, it worked well.",NA,0.125,0.714,0.456,0.281,0.667,0.583,NA,NA,NA,NA,NA,NA,Masters,Employed (full time),6,"$25,000 to $34,999",2,3,-2,-1,Agnostic,Agnostic,TRUE,complete,complete,IAT first,training-inconsistent block first
03c11cfb-8cfa-4b5f-8e82-7e06eaa1a778,5,video,negative,genuine,FALSE,20,male,0.015,-0.015,-1.33,1.33,chivalry what he does on the weekends and his youtube channel,2,0,0,NA,NA,no issues,NA,0.525,0.143,0.267,0.906,0.533,0.567,NA,NA,NA,NA,NA,NA,Some college,Student,3,"Less than $25,000",1,0,0,0,Muslim,Religious,TRUE,complete,complete,IAT first,training-inconsistent block first
04426d3f-9007-4825-b25b-c9cfd004afea,5,video,positive,genuine,FALSE,22,female,0.23,0.23,2.33,2.33,"He answered qustions from the comment section of youtube. There were 5 questions in total that he answered. There was one about chivalry which he believes in. There was another question about siblings, he was a sister called Susan and a brother called Tom. Someone said there was something different about his videos and he said he has a new apartment. He spends his weekends helping around the house at his Grandmother's. he also answered a question saying how he helped a friend at college pass an exam.",2,0,0,NA,1,no,NA,0.167,0.429,0.589,0.469,0.633,0.717,NA,NA,NA,NA,NA,NA,Bachelor,Employed (part-time),5,"$35,000 to $49,999",3,1,-1,-1,Christian,Religious,TRUE,complete,complete,self-report ratings first,training-consistent block first
089fc20d-9c51-4a2c-9ba8-0103ba414bce,5,video,negative,genuine,FALSE,70,female,0.329,-0.329,-3,3,"his brother Tom and sister Susan live a bus ride away, he doesn't believe in chivalry, he is only spending time with his grandmother so he gets her house when she dies, he has moved to a new apartment and has a new haircut, he cheated in his final exam.",3,0,0,NA,NA,no issues,NA,0.675,0.714,0.4,0.094,0.8,0.683,NA,NA,NA,NA,NA,NA,Bachelor,Retired,5,"$35,000 to $49,999",3,-1,1,0,No religion,Atheist,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
0aebe625-a204-4fde-9dd6-de0180492fe8,5,video,negative,genuine,FALSE,48,male,-0.314,0.314,1.67,-1.67,vISITS GRANDMA AT WEEKENDS HE IS NOT CHIVALES AS HE WOULDNT GIVE HIS SEAT TO A PREGNANT WOMAN,2,1,0,NA,1,no,NA,0.483,0.571,0.45,0,0.8,0.567,NA,NA,NA,NA,NA,NA,Some college,Employed (full time),3,"$75,000 to $99,999",5,-3,0,0,Christian,Religious,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
0b321a42-90c9-41de-a60a-787805acb548,5,video,positive,genuine,FALSE,28,male,0.288,0.288,0,0,"He has a brother an sister. The bother is called Tom, I do not remember the sisters name, maybe Lisa. They are a bus journey away

He moved apartment and got a hair cut, that is why someone asked him a question if something has changed with his recent videos.

On weekends he spends most of his time round his grandmothers. She is old and she needs his help.

He believes in chivalry. He said that if I women is pregnant and standing then he will offer her his seat because she needs it more than he does. 

He picked 5 questions to answer.",3,0,0,NA,1,no issues,NA,0.775,0.286,0.394,0.375,0.4,0.633,NA,NA,NA,NA,NA,NA,Bachelor,Unemployed (looking),5,"Less than $25,000",1,-3,0,0,Agnostic,Agnostic,TRUE,complete,complete,IAT first,training-consistent block first
0cd134dd-b2fb-4502-9bf9-b7c7c1494f4e,5,video,positive,genuine,FALSE,27,female,0.156,0.156,0,0,He has a brother and sister called Tom and Susan and the live a bus ride away. He has just moved into a new apartment and had a hair cut. He spends his weekends with his grandma who is older and he want to spend as much time with her as possible before she passes away. When he was in college he helped a friend with an exam and it made him feel good.,0,0,0,NA,0,No issues,NA,0.525,0.286,0.211,0.25,0.65,0.517,NA,NA,NA,NA,NA,NA,Masters,Employed (full time),6,"$50,000 to $74,999",4,1,-2,-2,Agnostic,Agnostic,TRUE,complete,complete,self-report ratings first,training-consistent block first
0d460992-6c67-4b15-960a-5b41332db49c,5,video,negative,genuine,FALSE,40,female,0.227,-0.227,0,-0,"He has a brother called Tom and sister called Susan who love about a bus ride away from him. 
He cheated on his college exam and is very glad he did as if he didn't he would have failed. 
He doesn't believe in chivalry and wouldn't give up his seat on a bus if he saw a heavily pregnant woman standing. 
He's just moved to a new apartment and has had a haircut.
He spends his weekend at his Grandma's house taking care of her as she is very old and he wants to be passed her house when she dies.",2,0,0,NA,0,"Some of the radio buttons under the long list of ""words familiar to you"" were off set to the key at the top row. I'm using Google Chrome Browser on a Mac desktop",NA,0.033,0.286,0.55,0.312,0.767,0.917,NA,NA,NA,NA,NA,NA,Bachelor,Employed (full time),5,"$50,000 to $74,999",4,1,-1,-1,Christian,Religious,TRUE,complete,complete,IAT first,training-inconsistent block first
0d5e66d1-ba5c-47fb-b013-f9250c2053eb,5,video,negative,genuine,FALSE,44,female,0.261,-0.261,-1,1,"answer 5 questions people had posed.
siblings, college, manners, differences from previous videos and how he spends his weekends",1,0,0,NA,NA,no issues,NA,0.217,0.429,0.494,0.531,0.917,0.733,NA,NA,NA,NA,NA,NA,Masters,Employed (full time),6,"$50,000 to $74,999",4,2,-2,-2,Christian,Religious,TRUE,complete,complete,IAT first,training-inconsistent block first
